Word,Infinitive,English_Translation,Word_Type,Jaro_Score,Initial_Jaro,Rule_Chain,Max_Jaro_Score
fuoco,fuoco,fire,nm,0.48333333333333334,0.48333333333333334,,0.48333333333333334
pistola,pistola,gun,nf,0.0,0.0,,0.0
re,re,king,nm,0.0,0.0,,0.0
mandato,mandare,mandate,"nm, verb",0.9047619047619048,0.9047619047619048,suffix-ato-ate,1.0
puttana,puttana,whore,nf,0.0,0.0,,0.0
cioe,cioè,that is to say,"adv, conj",0.44047619047619047,0.44696969696969696,,0.44696969696969696
inizio,inizio,beginning,nm,0.611111111111111,0.611111111111111,,0.611111111111111
causa,causa,cause,nf,0.8666666666666667,0.8666666666666667,suffix-a-e,1.0
però,però,but,"conj, adv",0.0,0.0,,0.0
genitori,genitore,parents,"nm, pl",0.6011904761904762,0.6011904761904762,,0.6011904761904762
sesso,sesso,sex,nm,0.6888888888888888,0.6888888888888888,,0.6888888888888888
ricevuto,ricevere,received,"verb, adj",0.6833333333333332,0.6833333333333332,,0.6833333333333332
presidente,presidente,president,nmf,0.9666666666666667,0.9666666666666667,suffix-e-,1.0
città,città,city,nf,0.7833333333333333,0.7833333333333333,,0.7833333333333333
ospedale,ospedale,hospital,nm,0.75,0.75,,0.75
agli,agli,to the,"prep, art, m, pl",0.0,0.0,,0.0
scritto,scrivere,written,"adj, nm, verb",0.7142857142857143,0.7142857142857143,,0.7142857142857143
smettila,smettere,stop it,"verb, sentence",0.6071428571428571,0.6388888888888888,,0.6388888888888888
attenzione,attenzione,attention,nf,0.8962962962962964,0.8962962962962964,suffix-zione-tion,1.0
situazione,situazione,situation,nf,0.8962962962962964,0.8962962962962964,suffix-zione-tion,1.0
omicidio,omicidio,murder,nm,0.5277777777777778,0.5277777777777778,,0.5277777777777778
revisione,revisione,revision,nf,0.9629629629629629,0.9629629629629629,suffix-sione-sion,1.0
ottimo,ottimo,excellent,adj,0.0,0.0,,0.0
cura,cura,care,nf,0.6666666666666666,0.6666666666666666,,0.6666666666666666
durante,durante,during,prep,0.746031746031746,0.746031746031746,,0.746031746031746
new,new,new,adj,1.0,1.0,,1.0
prossima,prossimo,next,"adj, nf",0.0,0.0,,0.0
arrivato,arrivare,arrived,"verb, adj",0.7797619047619048,0.7797619047619048,,0.7797619047619048
paese,paese,country,nm,0.0,0.0,,0.0
chiunque,chiunque,anyone,pron,0.5277777777777778,0.5277777777777778,,0.5277777777777778
pace,pace,peace,nf,0.9333333333333332,0.9333333333333332,replace-a-ea,1.0
immagino,immaginare,to imagine,verb,0.7833333333333333,0.8690476190476191,suffix-ino-ine + replace-m-mm,1.0
musica,musica,music,nf,0.9444444444444445,0.9444444444444445,suffix-a-,1.0
tieni,tenere,to hold,verb,0.44761904761904764,0.0,,0.0
oddio,oddio,oh my god,interj,0.5407407407407407,0.5619047619047619,,0.5619047619047619
jack,jack,jack,nm,1.0,1.0,,1.0
libro,libro,book,nm,0.0,0.0,,0.0
diventare,diventare,to become,verb,0.48148148148148145,0.5185185185185185,,0.5185185185185185
sbagliato,sbagliare,wrong,"adj, nm, verb",0.43703703703703706,0.43703703703703706,,0.43703703703703706
wow,wow,wow,interj,1.0,1.0,,1.0
venuta,venuta,arrival,nf,0.4365079365079365,0.4365079365079365,,0.4365079365079365
scelta,scelta,choice,nf,0.4444444444444444,0.4444444444444444,,0.4444444444444444
assolutamente,assolutamente,absolutely,adv,0.7461538461538462,0.7461538461538462,,0.7461538461538462
scoperto,scoprire,to discover,"verb, adj, m",0.4772727272727273,0.75,,0.75
fatti,fatto,facts,"nm, pl",0.7333333333333334,0.7333333333333334,,0.7333333333333334
alcuni,alcuno,some,"adj, pron",0.0,0.0,,0.0
prigione,prigione,prison,nf,0.8194444444444445,0.8194444444444445,,0.8194444444444445
giornata,giornata,day,nf,0.0,0.0,,0.0
piuttosto,piuttosto,rather,"adv, conj",0.4259259259259259,0.4259259259259259,,0.4259259259259259
lungo,lungo,long,"adj, adv",0.7833333333333333,0.7833333333333333,,0.7833333333333333
avvocato,avvocato,lawyer,nm,0.4305555555555555,0.4305555555555555,,0.4305555555555555
deciso,decidere,decided,"adj, verb",0.746031746031746,0.746031746031746,,0.746031746031746
messaggio,messaggio,message,nm,0.8412698412698413,0.8412698412698413,,0.8412698412698413
dormire,dormire,to sleep,verb,0.5119047619047619,0.0,,0.0
dieci,dieci,ten,"num, nm",0.5111111111111111,0.5111111111111111,,0.5111111111111111
stupido,stupido,stupid,"adj, nm",0.9523809523809524,0.9523809523809524,suffix-o-,1.0
usare,usare,to use,verb,0.45555555555555555,0.6888888888888888,suffix-are-e,1.0
cielo,cielo,sky,nm,0.0,0.0,,0.0
bagno,bagno,bathroom,nm,0.6583333333333333,0.6583333333333333,,0.6583333333333333
aria,aria,air,nf,0.8055555555555555,0.8055555555555555,,0.8055555555555555
voce,voce,voice,nf,0.9333333333333332,0.9333333333333332,,0.9333333333333332
giù,giù,down,"adv, prep",0.0,0.0,,0.0
benissimo,benissimo,very well,adv,0.40740740740740744,0.41203703703703703,,0.41203703703703703
verita,verità,truth,nf,0.5777777777777778,0.5777777777777778,,0.5777777777777778
cane,cane,dog,nm,0.0,0.0,,0.0
campo,campo,field,nm,0.0,0.0,,0.0
luce,luce,light,nf,0.48333333333333334,0.48333333333333334,,0.48333333333333334
qualunque,qualunque,any,"adj, pron",0.48148148148148145,0.48148148148148145,,0.48148148148148145
giovane,giovane,young,"adj, nmf",0.5619047619047619,0.5619047619047619,,0.5619047619047619
fra,fra,between,prep,0.0,0.0,,0.0
lontano,lontano,far,"adj, adv",0.0,0.0,,0.0
gruppo,gruppo,group,nm,0.8222222222222223,0.8222222222222223,,0.8222222222222223
continua,continuare,to continue,"verb, adj",0.7895021645021645,0.9166666666666666,suffix-a-e,1.0
arrivo,arrivo,arrival,nm,0.8492063492063492,0.8492063492063492,,0.8492063492063492
realta,realtà,reality,nf,0.8492063492063492,0.8492063492063492,,0.8492063492063492
passo,passo,step,nm,0.0,0.0,,0.0
domande,domanda,questions,"nf, pl",0.41798941798941797,0.41798941798941797,,0.41798941798941797
insomma,insomma,basically,"adv, interj",0.4761904761904761,0.4761904761904761,,0.4761904761904761
capelli,capello,hair,"nm, pl",0.46428571428571425,0.46428571428571425,,0.46428571428571425
onore,onore,honor,nm,0.8666666666666667,0.8666666666666667,prefix-h-none + suffix-e-,1.0
prove,prova,tests,"nf, pl",0.0,0.0,,0.0
funziona,funzionare,to work,verb,0.4226190476190476,0.0,,0.0
alto,alto,tall,"adj, nm",0.6666666666666666,0.6666666666666666,,0.6666666666666666
futuro,futuro,future,"nm, adj",0.888888888888889,0.888888888888889,suffix-o-e,1.0
preoccuparti,preoccupare,to worry,verb,0.4305555555555555,0.35555555555555557,,0.35555555555555557
idiota,idiota,idiot,"adj, nmf",0.9444444444444445,0.9444444444444445,suffix-a-,1.0
cibo,cibo,food,nm,0.5,0.5,,0.5
fretta,fretta,haste,nf,0.41111111111111115,0.41111111111111115,,0.41111111111111115
cara,caro,dear,"adj, nf",0.6666666666666666,0.6666666666666666,,0.6666666666666666
finalmente,finalmente,finally,adv,0.7380952380952381,0.7380952380952381,,0.7380952380952381
odio,odio,hatred,nm,0.0,0.0,,0.0
solito,solito,usual,"adj, nm",0.5777777777777778,0.5777777777777778,,0.5777777777777778
incidente,incidente,accident,nm,0.75,0.75,,0.75
intenzione,intenzione,intention,nf,0.8962962962962964,0.8962962962962964,suffix-zione-tion,1.0
speciale,speciale,special,"adj, nm",0.9583333333333334,0.9583333333333334,suffix-ale-al,1.0
cambiare,cambiare,to change,verb,0.5694444444444444,0.625,,0.625
camera,camera,room,nf,0.47222222222222215,0.47222222222222215,,0.47222222222222215
oltre,oltre,beyond,"adv, prep",0.0,0.0,,0.0
semplice,semplice,simple,adj,0.8194444444444445,0.8194444444444445,,0.8194444444444445
riguardo,riguardo,regard,"nm, prep",0.8194444444444445,0.8194444444444445,,0.8194444444444445
finche,finché,until,"conj, adv",0.41111111111111115,0.41111111111111115,,0.41111111111111115
viaggio,viaggio,journey,nm,0.0,0.0,,0.0
chiaro,chiaro,clear,"adj, adv, nm",0.7000000000000001,0.7000000000000001,,0.7000000000000001
bocca,bocca,mouth,nf,0.4666666666666666,0.4666666666666666,,0.4666666666666666
permesso,permesso,permission,"nm, adj",0.8583333333333334,0.8583333333333334,,0.8583333333333334
giocare,giocare,to play,verb,0.5238095238095238,0.46428571428571425,,0.46428571428571425
ordine,ordine,order,nm,0.8222222222222223,0.8222222222222223,,0.8222222222222223
circa,circa,about,"adv, prep",0.0,0.0,,0.0
ovviamente,ovviamente,obviously,adv,0.5444444444444444,0.5444444444444444,,0.5444444444444444
piu',piu',more,adv,0.0,0.0,,0.0
natale,natale,Christmas,"nm, adj",0.4259259259259259,0.4259259259259259,,0.4259259259259259
mattina,mattina,morning,"f, nf",0.5079365079365079,0.5079365079365079,,0.5079365079365079
sistema,sistema,system,nm,0.8492063492063492,0.8492063492063492,,0.8492063492063492
york,york,York,other,0.8333333333333334,1.0,,1.0
fondo,fondo,bottom,"nm, adj",0.5777777777777778,0.5777777777777778,,0.5777777777777778
milioni,milione,millions,"nm, pl",0.8690476190476191,0.8690476190476191,,0.8690476190476191
soltanto,soltanto,only,adv,0.5833333333333334,0.5833333333333334,,0.5833333333333334
armi,arma,arms,"nf, pl",0.8333333333333334,0.8333333333333334,,0.8333333333333334
fermo,fermo,still,"adj, m, sg",0.0,0.0,,0.0
cristo,cristo,Christ,nm,0.7777777777777777,0.888888888888889,replace-ch-c + suffix-o-,1.0
appuntamento,appuntamento,appointment,nm,0.8560606060606061,0.8560606060606061,,0.8560606060606061
detective,detective,detective,"nmf, nc",1.0,1.0,,1.0
pero,pero,pear tree,nm,0.6944444444444443,0.7083333333333334,,0.7083333333333334
grado,grado,degree,nm,0.5777777777777778,0.5777777777777778,,0.5777777777777778
nave,nave,ship,nf,0.0,0.0,,0.0
iniziato,iniziare,started,"verb, adj",0.5119047619047619,0.5119047619047619,,0.5119047619047619
informazioni,informazione,information,"nf, pl",0.914141414141414,0.914141414141414,,0.914141414141414
libero,libero,free,"adj, nm",0.47222222222222215,0.47222222222222215,,0.47222222222222215
stronzo,stronzo,asshole,"nm, adj",0.5238095238095238,0.5238095238095238,,0.5238095238095238
pezzo,pezzo,piece,nm,0.6,0.6,,0.6
segreto,segreto,secret,"adj, nm",0.8492063492063492,0.8492063492063492,,0.8492063492063492
colpo,colpo,blow,nm,0.4666666666666666,0.4666666666666666,,0.4666666666666666
oppure,oppure,or,conj,0.5555555555555555,0.5555555555555555,,0.5555555555555555
completamente,completamente,completely,adv,0.8051282051282053,0.8051282051282053,,0.8051282051282053
lista,lista,list,nf,0.9333333333333332,0.9333333333333332,suffix-ista-ist,1.0
veloce,veloce,fast,"adj, adv",0.0,0.0,,0.0
assassino,assassino,killer,"nm, adj",0.0,0.0,,0.0
tom,tomo,volume,nm,0.6666666666666666,0.6666666666666666,,0.6666666666666666
ormai,ormai,by now,adv,0.0,0.0,,0.0
interessa,interessare,to interest,verb,0.757094757094757,0.8842592592592592,,0.8842592592592592
generale,generale,general,"adj, nm",0.9583333333333334,0.9583333333333334,suffix-ale-al,1.0
pazzo,pazzo,crazy,"adj, nm",0.6,0.6,,0.6
vittima,vittima,victim,nf,0.8492063492063492,0.8492063492063492,replace-tt-ct + suffix-a-,1.0
giuro,giurare,to swear,"verb, nm",0.44166666666666665,0.4666666666666666,,0.4666666666666666
consiglio,consiglio,advice,nm,0.4259259259259259,0.4259259259259259,,0.4259259259259259
michael,michael,Michael,nm,0.9047619047619048,1.0,,1.0
semplicemente,semplicemente,simply,adv,0.605982905982906,0.605982905982906,,0.605982905982906
zio,zio,uncle,nm,0.0,0.0,,0.0
centro,centro,center,nm,0.888888888888889,0.888888888888889,,0.888888888888889
specie,specie,species,nf,0.9523809523809524,0.9523809523809524,suffix-es-e,1.0
mille,mille,thousand,"adj, num",0.0,0.0,,0.0
sogno,sogno,dream,nm,0.0,0.0,,0.0
carino,carino,cute,adj,0.47222222222222215,0.47222222222222215,,0.47222222222222215
brutto,brutto,ugly,"adj, nm",0.47222222222222215,0.47222222222222215,,0.47222222222222215
nello,nello,in the,prep,0.45555555555555555,0.4666666666666666,,0.4666666666666666
incredibile,incredibile,incredible,adj,0.9696969696969697,0.9696969696969697,suffix-bile-ble,1.0
sole,sole,sun,nm,0.5277777777777778,0.5277777777777778,,0.5277777777777778
glielo,glielo,it to him,pron,0.5185185185185185,0.5396825396825397,,0.5396825396825397
legge,leggere,law,"nf, verb",0.5111111111111111,0.5111111111111111,,0.5111111111111111
spesso,spesso,often,"adv, adj",0.45555555555555555,0.45555555555555555,,0.45555555555555555
scena,scena,scene,nf,0.8666666666666667,0.8666666666666667,suffix-a-e,1.0
charlie,charlie,Charlie,nm,0.9047619047619048,1.0,,1.0
gentile,gentile,kind,adj,0.46428571428571425,0.46428571428571425,,0.46428571428571425
rispetto,rispetto,respect,nm,0.7130952380952381,0.7130952380952381,,0.7130952380952381
zitto,zitto,quiet,"adj, interj",0.6,0.6,,0.6
incontro,incontro,meeting,nm,0.3452380952380952,0.3452380952380952,,0.3452380952380952
rapporto,rapporto,relationship,nm,0.5277777777777778,0.5277777777777778,,0.5277777777777778
errore,errore,error,nm,0.9444444444444445,0.9444444444444445,suffix-e-,1.0
mike,mike,mike,nm,1.0,1.0,,1.0
pagare,pagare,to pay,verb,0.4444444444444444,0.6666666666666666,,0.6666666666666666
sorpresa,sorpresa,surprise,nf,0.7777777777777778,0.7777777777777778,,0.7777777777777778
occhiata,occhiata,glance,nf,0.3611111111111111,0.3611111111111111,,0.3611111111111111
risposta,risposta,answer,nf,0.4305555555555555,0.4305555555555555,,0.4305555555555555
presa,presa,grip,nf,0.48333333333333334,0.48333333333333334,,0.48333333333333334
servizio,servizio,service,nm,0.7797619047619048,0.7797619047619048,,0.7797619047619048
medico,medico,doctor,"nm, adj",0.6666666666666666,0.6666666666666666,,0.6666666666666666
usato,usato,used,"adj, nm",0.6333333333333333,0.6333333333333333,replace-a-ea + suffix-none-to + suffix-a- + suffix-ed-e,1.0
hey,hey,hey,interj,1.0,1.0,,1.0
schifo,schifo,disgust,nm,0.373015873015873,0.373015873015873,,0.373015873015873
dolore,dolore,pain,"m, nm",0.0,0.0,,0.0
personale,personale,personal,"adj, nm",0.9629629629629629,0.9629629629629629,suffix-ale-al,1.0
peggio,peggio,worse,"adv, adj, nm",0.0,0.0,,0.0
addio,addio,goodbye,"nm, interj",0.3952380952380952,0.3952380952380952,,0.3952380952380952
addosso,addosso,on,adv,0.0,0.0,,0.0
pieno,pieno,full,"adj, nm",0.0,0.0,,0.0
diverso,diverso,different,adj,0.671957671957672,0.671957671957672,,0.671957671957672
vestiti,vestito,clothes,"nm, pl",0.42857142857142855,0.42857142857142855,,0.42857142857142855
sparato,sparare,to shoot,"adj, verb",0.4900793650793651,0.5619047619047619,,0.5619047619047619
normale,normale,normal,"adj, nf",0.9523809523809524,0.9523809523809524,suffix-ale-al,1.0
fame,fame,hunger,nf,0.47222222222222215,0.47222222222222215,,0.47222222222222215
programma,programma,program,nm,0.9259259259259259,0.9259259259259259,suffix-a- + replace-m-mm,1.0
nonna,nonno,grandmother,nf,0.3606060606060606,0.3606060606060606,,0.3606060606060606
notizie,notizia,news,"nf, pl",0.46428571428571425,0.46428571428571425,,0.46428571428571425
posizione,posizione,position,nf,0.8842592592592592,0.8842592592592592,suffix-zione-tion,1.0
rimanere,rimanere,to stay,verb,0.4226190476190476,0.4583333333333333,,0.4583333333333333
compagnia,compagnia,company,nf,0.8412698412698413,0.8412698412698413,,0.8412698412698413
proposito,proposito,purpose,nm,0.6899470899470899,0.6899470899470899,,0.6899470899470899
joe,joe,coffee,nm,0.6666666666666666,0.6666666666666666,,0.6666666666666666
frank,frank,franc,nm,0.8666666666666667,0.8666666666666667,,0.8666666666666667
chiuso,chiudere,closed,"adj, nm",0.5555555555555555,0.5555555555555555,,0.5555555555555555
terribile,terribile,terrible,adj,0.9629629629629629,0.9629629629629629,suffix-bile-ble,1.0
ritardo,ritardo,delay,nm,0.44761904761904764,0.44761904761904764,,0.44761904761904764
attento,attento,careful,"adj, interj",0.5238095238095238,0.5238095238095238,,0.5238095238095238
bar,bar,bar,nm,1.0,1.0,,1.0
dimenticato,dimenticare,forgotten,"adj, verb",0.436026936026936,0.436026936026936,,0.436026936026936
bisogna,bisognare,it is necessary,verb,0.6126984126984126,0.6263736263736264,,0.6263736263736264
impossibile,impossibile,impossible,adj,0.9696969696969697,0.9696969696969697,suffix-bile-ble,1.0
studio,studiare,study,"nm, verb",0.8222222222222223,0.8222222222222223,,0.8222222222222223
uscita,uscita,exit,nf,0.611111111111111,0.611111111111111,,0.611111111111111
david,david,David,nm,0.8666666666666667,1.0,,1.0
vattene,andarsene,go away,"verb, sentence",0.42857142857142855,0.4365079365079365,,0.4365079365079365
guai,guaire,to howl,verb,0.0,0.0,,0.0
intorno,intorno,around,"adv, prep",0.5396825396825397,0.5396825396825397,,0.5396825396825397
video,video,video,nm,1.0,1.0,,1.0
manca,mancare,to be missing,verb,0.0,0.43703703703703706,,0.43703703703703706
grosso,grosso,big,"adj, m",0.5,0.5,,0.5
dolce,dolce,sweet,"adj, nm",0.4666666666666666,0.4666666666666666,,0.4666666666666666
chiave,chiave,key,nf,0.0,0.0,,0.0
cervello,cervello,brain,nm,0.44166666666666665,0.44166666666666665,,0.44166666666666665
coraggio,coraggio,courage,nm,0.7797619047619048,0.7797619047619048,,0.7797619047619048
interessante,interessante,interesting,adj,0.8190235690235691,0.8190235690235691,,0.8190235690235691
peccato,peccato,sin,"nm, interj",0.0,0.0,,0.0
questione,questione,issue,nf,0.5333333333333333,0.5333333333333333,,0.5333333333333333
adoro,adorare,to adore,verb,0.7416666666666667,0.8666666666666667,suffix-o-e,1.0
aereo,aereo,airplane,"nm, adj",0.5499999999999999,0.5499999999999999,,0.5499999999999999
rubato,rubare,stolen,"adj, verb",0.0,0.0,,0.0
sala,sala,room,nf,0.0,0.0,,0.0
base,base,base,nf,1.0,1.0,,1.0
peter,peter,to peter out,verb,0.7388888888888889,0.875,,0.875
george,George,George,nm,0.888888888888889,1.0,,1.0
sette,sette,seven,"num, nm",0.7333333333333334,0.7333333333333334,,0.7333333333333334
compleanno,compleanno,birthday,nm,0.4083333333333334,0.4083333333333334,,0.4083333333333334
relazione,relazione,relationship,nf,0.7870370370370371,0.7870370370370371,,0.7870370370370371
cliente,cliente,customer,nmf,0.4900793650793651,0.4900793650793651,,0.4900793650793651
spalle,spalla,shoulders,"nf, pl",0.611111111111111,0.611111111111111,,0.611111111111111
parti,partire,to leave,verb,0.44166666666666665,0.4666666666666666,,0.4666666666666666
vale,valere,to be worth,verb,0.44696969696969696,0.46428571428571425,,0.46428571428571425
diritto,diritto,right,"nm, adj, adv",0.565079365079365,0.565079365079365,,0.565079365079365
sicuramente,sicuramente,surely,adv,0.6767676767676768,0.6767676767676768,,0.6767676767676768
appartamento,appartamento,apartment,nm,0.9166666666666666,0.9166666666666666,,0.9166666666666666
pranzo,pranzo,lunch,nm,0.45555555555555555,0.45555555555555555,,0.45555555555555555
denaro,denaro,money,nm,0.41111111111111115,0.41111111111111115,,0.41111111111111115
serata,serata,evening,nf,0.4365079365079365,0.4365079365079365,,0.4365079365079365
nero,nero,black,"adj, nm",0.0,0.0,,0.0
carta,carta,paper,nf,0.4666666666666666,0.4666666666666666,,0.4666666666666666
ex,ex,former,"adj, nmf",0.0,0.0,,0.0
bastardo,bastardo,bastard,"adj, nm",0.9583333333333334,0.9583333333333334,suffix-o-,1.0
otto,otto,eight,"num, nm",0.0,0.0,,0.0
zona,zona,area,nf,0.5,0.5,,0.5
intendo,intendere,to intend,verb,0.7857142857142857,0.9523809523809524,suffix-o-,1.0
negozio,negozio,shop,nm,0.46428571428571425,0.46428571428571425,,0.46428571428571425
partita,partita,game,nf,0.46428571428571425,0.46428571428571425,,0.46428571428571425
tv,voler bene,to love you,"verb, obj",0.7272727272727272,0.5476190476190476,,0.5476190476190476
spazio,spazio,space,nm,0.7000000000000001,0.7000000000000001,,0.7000000000000001
linea,linea,line,nf,0.9333333333333332,0.9333333333333332,suffix-a-,1.0
james,James,James,nm,0.8666666666666667,1.0,,1.0
riguarda,riguardare,to concern,verb,0.4083333333333334,0.4226190476190476,,0.4226190476190476
uh,uh,uh,interj,1.0,1.0,,1.0
poliziotto,poliziotto,policeman,nm,0.6148148148148148,0.6148148148148148,,0.6148148148148148
scappare,scappare,to escape,verb,0.4583333333333333,0.8194444444444445,,0.8194444444444445
fronte,fronte,forehead,"nf, nm",0.6388888888888888,0.6388888888888888,,0.6388888888888888
vinto,vincere,to win,"verb, adj, m, sg",0.0,0.6888888888888888,,0.6888888888888888
tranquillo,tranquillo,quiet,adj,0.5666666666666668,0.5666666666666668,,0.5666666666666668
silenzio,silenzio,silence,nm,0.7797619047619048,0.7797619047619048,,0.7797619047619048
simile,simile,similar,"adj, nm",0.8492063492063492,0.8492063492063492,,0.8492063492063492
calma,calmo,calm,"nf, adj",0.9333333333333332,0.9333333333333332,suffix-a-,1.0
santo,santo,holy,"adj, nm",0.0,0.0,,0.0
ricerca,ricerca,research,nf,0.7130952380952381,0.7130952380952381,,0.7130952380952381
pena,pena,pain,nf,0.6666666666666666,0.6666666666666666,,0.6666666666666666
esiste,esistere,to exist,verb,0.7222222222222222,0.7388888888888889,,0.7388888888888889
altrimenti,altrimenti,otherwise,"adv, conj",0.5314814814814816,0.5314814814814816,,0.5314814814814816
luogo,luogo,place,nm,0.4666666666666666,0.4666666666666666,,0.4666666666666666
lettera,lettera,letter,nf,0.9523809523809524,0.9523809523809524,suffix-a-,1.0
salvare,salvare,to save,verb,0.5079365079365079,0.7261904761904763,,0.7261904761904763
canzone,canzone,song,nf,0.46428571428571425,0.46428571428571425,,0.46428571428571425
pubblico,pubblico,public,"adj, nm",0.9166666666666666,0.9166666666666666,suffix-ico-ic + replace-bb-b,1.0
corso,corso,course,nm,0.8222222222222223,0.8222222222222223,,0.8222222222222223
henry,henry,henry,nm,1.0,1.0,,1.0
regalo,regalo,gift,nm,0.47222222222222215,0.47222222222222215,,0.47222222222222215
né,né,nor,conj,0.611111111111111,0.611111111111111,,0.611111111111111
scherzando,scherzare,to joke,verb,0.4142857142857143,0.45,,0.45
stamattina,stamattina,this morning,adv,0.5055555555555555,0.5181818181818182,,0.5181818181818182
missione,missione,mission,nf,0.9583333333333334,0.9583333333333334,suffix-sione-sion,1.0
test,test,test,nm,1.0,1.0,,1.0
salute,salute,health,nf,0.6666666666666666,0.6666666666666666,,0.6666666666666666
scelto,scegliere,chosen,"adj, verb",0.5555555555555555,0.5555555555555555,,0.5555555555555555
dura,durare,lasting,"adj, verb",0.46428571428571425,0.46428571428571425,,0.46428571428571425
computer,computer,computer,nm,1.0,1.0,,1.0
contatto,contatto,contact,nm,0.8690476190476191,0.8690476190476191,replace-tt-ct + suffix-o-,1.0
pericolo,pericolo,danger,nm,0.5277777777777778,0.5277777777777778,,0.5277777777777778
entro,entro,within,prep,0.45555555555555555,0.45555555555555555,,0.45555555555555555
freddo,freddo,cold,"adj, nm",0.47222222222222215,0.47222222222222215,,0.47222222222222215
triste,triste,sad,adj,0.0,0.0,,0.0
promesso,promettere,to promise,"verb, adj, m",0.6166666666666667,0.8134920634920636,,0.8134920634920636
esercito,esercito,army,nm,0.4583333333333333,0.4583333333333333,,0.4583333333333333
america,america,America,nf,0.9047619047619048,1.0,,1.0
dunque,dunque,therefore,"adv, conj",0.4259259259259259,0.4259259259259259,,0.4259259259259259
guardia,guardia,guard,"nf, nm/f",0.9047619047619048,0.9047619047619048,,0.9047619047619048
infatti,infatti,actually,"adv, conj",0.5119047619047619,0.5119047619047619,,0.5119047619047619
possibilita,possibilita,possibility,nf,0.9393939393939394,0.9393939393939394,,0.9393939393939394
fbi,fbi,FBI,nm,0.0,1.0,,1.0
casino,casino,mess,nm,0.47222222222222215,0.47222222222222215,,0.47222222222222215
buonanotte,buonanotte,goodnight,"nf, interj",0.5314814814814816,0.5314814814814816,,0.5314814814814816
caccia,caccia,hunting,nf,0.4365079365079365,0.4365079365079365,,0.4365079365079365
gay,gay,gay,"adj, nmf",1.0,1.0,,1.0
max,max,maximum,"adj, nm",0.8095238095238096,0.8095238095238096,,0.8095238095238096
certamente,certamente,certainly,adv,0.7555555555555555,0.7555555555555555,,0.7555555555555555
regole,regola,rules,"nf, pl",0.5888888888888889,0.5888888888888889,,0.5888888888888889
ballo,ballo,dance,nm,0.4666666666666666,0.4666666666666666,,0.4666666666666666
birra,birra,beer,nf,0.6333333333333333,0.6333333333333333,,0.6333333333333333
ovunque,ovunque,everywhere,"adv, conj",0.49523809523809526,0.49523809523809526,,0.49523809523809526
club,club,club,nm,1.0,1.0,,1.0
paul,paul,Paul,nm,0.8333333333333334,1.0,,1.0
governo,governo,government,nm,0.8190476190476191,0.8190476190476191,,0.8190476190476191
bellissima,bellissimo,beautiful,adj,0.5444444444444444,0.5444444444444444,,0.5444444444444444
oro,oro,gold,nm,0.5277777777777778,0.5277777777777778,,0.5277777777777778
duro,duro,hard,"adj, adv",0.5,0.5,,0.5
cucina,cucinare,kitchen,"nf, verb",0.5317460317460317,0.5317460317460317,,0.5317460317460317
decisione,decisione,decision,nf,0.9629629629629629,0.9629629629629629,suffix-sione-sion,1.0
anima,anima,soul,nf,0.0,0.0,,0.0
forma,forma,shape,nf,0.0,0.0,,0.0
esempio,esempio,example,nm,0.6190476190476191,0.6190476190476191,,0.6190476190476191
incontrato,incontrare,to meet,verb,0.49523809523809526,0.45,,0.45
occasione,occasione,opportunity,nf,0.5193602693602694,0.5193602693602694,,0.5193602693602694
stanotte,stanotte,tonight,adv,0.6071428571428571,0.6071428571428571,,0.6071428571428571
droga,droga,drug,nf,0.7833333333333333,0.7833333333333333,,0.7833333333333333
possibilità,possibilità,possibility,nf,0.9393939393939394,0.9393939393939394,suffix-ità-ity,1.0
cellulare,cellulare,cell phone,"nm, adj",0.6851851851851851,0.7037037037037037,,0.7037037037037037
necessario,necessario,necessary,"adj, nm",0.8962962962962964,0.8962962962962964,suffix-ario-ary,1.0
ferma,fermare,to stop,verb,0.0,0.0,,0.0
borsa,borsa,bag,nf,0.5111111111111111,0.5111111111111111,,0.5111111111111111
palle,palla,balls,"nf, pl",0.7333333333333334,0.7333333333333334,,0.7333333333333334
attacco,attacco,attack,nm,0.8492063492063492,0.8492063492063492,,0.8492063492063492
dagli,dagli,from the,"prep, art",0.0,0.0,,0.0
affatto,affatto,at all,adv,0.5396825396825397,0.5619047619047619,,0.5619047619047619
colpito,colpire,hit,"verb, adj",0.0,0.0,,0.0
siediti,sedersi,to sit down,"verb, -fam",0.5616883116883117,0.6190476190476191,,0.6190476190476191
reale,reale,real,"adj, nm",0.9333333333333332,0.9333333333333332,suffix-ale-al,1.0
comprare,comprare,to buy,verb,0.4305555555555555,0.0,,0.0
inferno,inferno,hell,nm,0.46428571428571425,0.46428571428571425,,0.46428571428571425
aperto,aprire,open,"adj, verb",0.611111111111111,0.611111111111111,,0.611111111111111
braccio,braccio,arm,"m, nm",0.48412698412698413,0.48412698412698413,,0.48412698412698413
fermati,fermarsi,to stop,verb,0.42857142857142855,0.0,,0.0
crimine,crimine,crime,nm,0.9047619047619048,0.9047619047619048,,0.9047619047619048
chiesa,chiesa,church,nf,0.5555555555555555,0.5555555555555555,,0.5555555555555555
effetti,effetto,effects,"nm, pl",0.8095238095238096,0.8095238095238096,,0.8095238095238096
tenente,tenente,lieutenant,nmf,0.707936507936508,0.707936507936508,,0.707936507936508
scommetto,scommettere,to bet,verb,0.611111111111111,0.0,,0.0
